id,author,description,guid,to,likecount,link,pubdate,replycount,title,authorChannelUrl
578,@user-gm7iy2kr3i,Menang g terhormat kamu usbek norak,UgwAabuQs_HqykP4JyB4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgwAabuQs_HqykP4JyB4AaABAg,2024-04-30 9:56:42,0,Menang g terhormat kamu usbek norak,http://www.youtube.com/@user-gm7iy2kr3i
579,@Mr.Jhons-yr4pc,Menang kalah itu suda biasa seng penting suda berjuang dan ber usaha untuk menang dan juara sllu aq dukung indonesia semangat,Ugz4CK2vPG6nQfgjLKF4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=Ugz4CK2vPG6nQfgjLKF4AaABAg,2024-04-30 9:56:38,0,Menang kalah itu suda biasa seng penting suda berjuang dan ber usaha untuk menang dan juara sllu aq dukung indonesia semangat,http://www.youtube.com/@Mr.Jhons-yr4pc
580,@Pink_ch234,Tetap bangga menjadi warga indo馃槉馃檹,Ugw-ASzyGxwuFT4Rv5d4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=Ugw-ASzyGxwuFT4Rv5d4AaABAg,2024-04-30 9:56:29,0,Tetap bangga menjadi warga indo馃槉馃檹,http://www.youtube.com/@Pink_ch234
581,@baharuddinemba902,Alhamdulillah Garuda muda Indonesia tembus semifinal adalah suatu prestasi yang luar biasa dan pasti lolos ke Olimpiade atas ridho Allah SWT dan doa seluruh masyarakat Indonesia,Ugx7JNokaFwKfC7Ej254AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=Ugx7JNokaFwKfC7Ej254AaABAg,2024-04-30 9:56:21,0,Alhamdulillah Garuda muda Indonesia tembus semifinal adalah suatu prestasi yang luar biasa dan pasti lolos ke Olimpiade atas ridho Allah SWT dan doa seluruh masyarakat Indonesia,http://www.youtube.com/@baharuddinemba902
582,@Pink_ch234,...,Ugx2d24AXj3vGBJEBUJ4AaABAg,,1,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=Ugx2d24AXj3vGBJEBUJ4AaABAg,2024-04-30 9:55:57,0,...,http://www.youtube.com/@Pink_ch234
583,@AbielAbinaya,Bikinkecewa馃挃,UgwH5BQKaPyVKoBDi8t4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgwH5BQKaPyVKoBDi8t4AaABAg,2024-04-30 9:55:51,0,Bikinkecewa馃挃,http://www.youtube.com/@AbielAbinaya
584,@user-fi2vy5ym9h,"Santai, slow kakak"" ,,, permainan besok masih ada",UgzDEjsi7gkmO_TpAXB4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgzDEjsi7gkmO_TpAXB4AaABAg,2024-04-30 9:55:36,0,"Santai, slow kakak"" ,,, permainan besok masih ada",http://www.youtube.com/@user-fi2vy5ym9h
585,@black_jegonk4481,"tetap Oke. Saya pribadi ngebayangin pemain timnas, btp lelahnya setelah mati2an lawan Korsel. Apalagi sejak vs Australia, fight benar2 gila fisik, stamina   permainan timnas. So, bangga dan tetap menyalaaa",UgxmS5ZNy-avHhS1v0d4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgxmS5ZNy-avHhS1v0d4AaABAg,2024-04-30 9:54:30,0,"tetap Oke. Saya pribadi ngebayangin pemain timnas, btp lelahnya setelah mati2an lawan Korsel. Apalagi sejak vs Australia, fight benar2 gila fisik, stamina   permainan timnas. So, bangga dan tetap menyalaaa",http://www.youtube.com/@black_jegonk4481
586,@AbielAbinaya,Wasit yang dibayar pengen akutampol wasiya dengan pelatihnya dengan pemain bikin geram aja itu wasit 2:52 馃枙馃枙馃枙馃枙馃枙馃槨馃槨馃槨馃槨馃槨馃槨馃槨馃枙馃枙馃枙馃枙馃槨馃槨馃槨馃枙馃槨馃槨馃枙馃槨馃槨馃枙馃槨馃枙馃槨馃枙馃枙馃枙馃枙馃枙馃枙馃槨馃枙馃槨馃枙馃槨馃枙馃槨馃枙馃憡馃憡馃憡馃憡馃憡馃憡馃憡馃憡馃憡馃憡馃憡馃憡馃憡馃憡馃憡馃憡馃憡馃憡馃憡,Ugw7sB_3kKgt6VXjj514AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=Ugw7sB_3kKgt6VXjj514AaABAg,2024-04-30 9:54:06,0,Wasit yang dibayar pengen akutampol wasiya dengan pelatihnya dengan pemain bikin geram aja itu wasit 2:52 馃枙馃枙馃枙馃枙馃枙馃槨馃槨馃槨馃槨馃槨馃槨馃槨馃枙馃枙馃枙馃枙馃槨馃槨馃槨馃枙馃槨馃槨馃枙馃槨馃槨馃枙馃槨馃枙馃槨馃枙馃枙馃枙馃枙馃枙馃枙馃槨馃枙馃槨馃枙馃槨馃枙馃槨馃枙馃憡馃憡馃憡馃憡馃憡馃憡馃憡馃憡馃憡馃憡馃憡馃憡馃憡馃憡馃憡馃憡馃憡馃憡馃憡,http://www.youtube.com/@AbielAbinaya
587,@zainalkoto4380,"Terlalu di banggakan sebelum pertandingan selesai jadi begini, dari dulu seperti ini win sedikit eforia nya luar biasa dan akhirnya kalah telak",UgxYpbGm_RQMSG3bqZV4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgxYpbGm_RQMSG3bqZV4AaABAg,2024-04-30 9:53:47,0,"Terlalu di banggakan sebelum pertandingan selesai jadi begini, dari dulu seperti ini win sedikit eforia nya luar biasa dan akhirnya kalah telak",http://www.youtube.com/@zainalkoto4380
588,@Sarofah-br9nr,Timnas Indonesia tdk akan menyerah,Ugw0KGXzbfi8RfOCHTR4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=Ugw0KGXzbfi8RfOCHTR4AaABAg,2024-04-30 9:52:32,0,Timnas Indonesia tdk akan menyerah,http://www.youtube.com/@Sarofah-br9nr
589,@zainalkoto4380,Indo win 2 vs 0 Uzbekistan,UgxF-u4EfKvSPnMzVWN4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgxF-u4EfKvSPnMzVWN4AaABAg,2024-04-30 9:51:45,0,Indo win 2 vs 0 Uzbekistan,http://www.youtube.com/@zainalkoto4380
590,@user-fi2vy5ym9h,"Good game guys, i like Indonesia",Ugz_R3Kk-obng8hKKaZ4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=Ugz_R3Kk-obng8hKKaZ4AaABAg,2024-04-30 9:51:04,0,"Good game guys, i like Indonesia",http://www.youtube.com/@user-fi2vy5ym9h
591,@user-si5to1yw6m,wasit curang harus diulang aneh wasite ditimpuk aja harus diulang,UgxAripuWRcC43e43tB4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgxAripuWRcC43e43tB4AaABAg,2024-04-30 9:51:00,0,wasit curang harus diulang aneh wasite ditimpuk aja harus diulang,http://www.youtube.com/@user-si5to1yw6m
592,@RonggurPardamean-jq4qs,"Mafia bola di belakang afc,waktu lawan korea karna bnyak yg jagoin korea wasit berupaya sedetail mungkin pro indonesia,lawan usbek bursa taruhan bnyak megang indonesia mafia nyuruh wasit Var hanya berlaku buat usbekistan,dari dlu sepak bola asia gini trus mknya gk maju2",UgxBwb77v071tRz_c4p4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgxBwb77v071tRz_c4p4AaABAg,2024-04-30 9:50:30,0,"Mafia bola di belakang afc,waktu lawan korea karna bnyak yg jagoin korea wasit berupaya sedetail mungkin pro indonesia,lawan usbek bursa taruhan bnyak megang indonesia mafia nyuruh wasit Var hanya berlaku buat usbekistan,dari dlu sepak bola asia gini trus mknya gk maju2",http://www.youtube.com/@RonggurPardamean-jq4qs
593,@darmantonova10,Menurut saya.. Terlalu banyak mafia yang berlalu lalang di qatar..,UgzpHhUrT-VJETV5jS54AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgzpHhUrT-VJETV5jS54AaABAg,2024-04-30 9:49:56,0,Menurut saya.. Terlalu banyak mafia yang berlalu lalang di qatar..,http://www.youtube.com/@darmantonova10
594,@DonyandFiran0421,Wasit nya bodoh Belum di didik sama bapak and mamak nya 馃槕,UgyJPUv0h9WeRrzMcex4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgyJPUv0h9WeRrzMcex4AaABAg,2024-04-30 9:48:45,0,Wasit nya bodoh Belum di didik sama bapak and mamak nya 馃槕,http://www.youtube.com/@DonyandFiran0421
595,@taufikurahmango-jekdriver1892,Harus diulang to pertandingan nya,UgzQGH4iR_HeA5dYAEN4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgzQGH4iR_HeA5dYAEN4AaABAg,2024-04-30 9:48:15,0,Harus diulang to pertandingan nya,http://www.youtube.com/@taufikurahmango-jekdriver1892
596,@defmusicqu3598,"Piala AFC juga mudah disogok wasitnya ah sudahlah sepak bola gak ada yg bersih馃槄, berarti Qatar dan Uzbekistan ketar ketir menghadapi timnas Garuda indonesia鉂�",UgzcFbdvhbftVyLUfux4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgzcFbdvhbftVyLUfux4AaABAg,2024-04-30 9:48:07,0,"Piala AFC juga mudah disogok wasitnya ah sudahlah sepak bola gak ada yg bersih馃槄, berarti Qatar dan Uzbekistan ketar ketir menghadapi timnas Garuda indonesia鉂�",http://www.youtube.com/@defmusicqu3598
597,@mroyra7263,Ga sanggup gw liat nya,UgxIjDiJvSHWCO_hRSl4AaABAg,,1,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgxIjDiJvSHWCO_hRSl4AaABAg,2024-04-30 9:48:04,0,Ga sanggup gw liat nya,http://www.youtube.com/@mroyra7263
598,@taufikurahmango-jekdriver1892,Bikin sok wasit nye,Ugw_DMQUSlXT3sZB9j14AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=Ugw_DMQUSlXT3sZB9j14AaABAg,2024-04-30 9:47:37,0,Bikin sok wasit nye,http://www.youtube.com/@taufikurahmango-jekdriver1892
599,@Ajoywave_,yot wasit nya blog,UgwvmPhClNMLdJpjCzZ4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgwvmPhClNMLdJpjCzZ4AaABAg,2024-04-30 9:47:26,0,yot wasit nya blog,http://www.youtube.com/@Ajoywave_
600,@meyfisondakhorgmanadohalmahera,Lawan qatar indonesia dirugikan karna nggak pake var skrg gegara var indonesia dirugikan馃槶馃槶馃槶,UgwE2z4t0nvq5RGUMt54AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgwE2z4t0nvq5RGUMt54AaABAg,2024-04-30 9:47:26,0,Lawan qatar indonesia dirugikan karna nggak pake var skrg gegara var indonesia dirugikan馃槶馃槶馃槶,http://www.youtube.com/@meyfisondakhorgmanadohalmahera
601,@defmusicqu3598,"Piala AFC juga mudah disogok wasitnya ah sudahlah sepak bola gak ada yg bersih馃槄, berarti Qatar dan Uzbekistan ketar ketir menghadapi timnas Garuda indonesia鉂�",UgyVy1tewHoPMgzg_FF4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgyVy1tewHoPMgzg_FF4AaABAg,2024-04-30 9:47:10,0,"Piala AFC juga mudah disogok wasitnya ah sudahlah sepak bola gak ada yg bersih馃槄, berarti Qatar dan Uzbekistan ketar ketir menghadapi timnas Garuda indonesia鉂�",http://www.youtube.com/@defmusicqu3598
602,@ikhlasikhlas6710,Wasit nya curang,UgyBvYxP_I_q91cOt494AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgyBvYxP_I_q91cOt494AaABAg,2024-04-30 9:45:17,0,Wasit nya curang,http://www.youtube.com/@ikhlasikhlas6710
603,@tjpras9251,memang berat 10 pemain melawan 11 pemain   para pengadil lapangan. tetap semangat Garuda ku 馃挭,Ugw3JkGiyTclvhcfRG54AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=Ugw3JkGiyTclvhcfRG54AaABAg,2024-04-30 9:44:20,0,memang berat 10 pemain melawan 11 pemain   para pengadil lapangan. tetap semangat Garuda ku 馃挭,http://www.youtube.com/@tjpras9251
604,@user-yd9ox8og1m,Wasit nya curang 馃が馃が馃が,UgzdSsfQcGmrEY2KLOh4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgzdSsfQcGmrEY2KLOh4AaABAg,2024-04-30 9:44:16,0,Wasit nya curang 馃が馃が馃が,http://www.youtube.com/@user-yd9ox8og1m
605,@user-mp1uk2gl5k,Wasit anjj,UgxX4LNVcKWcGpYtnGZ4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgxX4LNVcKWcGpYtnGZ4AaABAg,2024-04-30 9:44:00,0,Wasit anjj,http://www.youtube.com/@user-mp1uk2gl5k
606,@duniaseni7495,Problem angle var....,UgwKNsro9S2OefG7DLZ4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgwKNsro9S2OefG7DLZ4AaABAg,2024-04-30 9:43:08,0,Problem angle var....,http://www.youtube.com/@duniaseni7495
607,@josereynaldihutapea3649,wasitnya curang banyak yang enggak suka dengan kemajuan sepak bola Indonesia,Ugwb6wpuNVpFozJ8lL14AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=Ugwb6wpuNVpFozJ8lL14AaABAg,2024-04-30 9:41:45,0,wasitnya curang banyak yang enggak suka dengan kemajuan sepak bola Indonesia,http://www.youtube.com/@josereynaldihutapea3649
608,@adensuwarto1789,"Sudah dari awal IDN banyak yang tidak suka sepak bolanya maju, musuh IDN bukan hanya lawan main tapi wasit, juga ketua fifa nya, IDN sulit utk maju di ganjal sana sini...",Ugygf6_nH49-WRnCfnp4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=Ugygf6_nH49-WRnCfnp4AaABAg,2024-04-30 9:41:03,0,"Sudah dari awal IDN banyak yang tidak suka sepak bolanya maju, musuh IDN bukan hanya lawan main tapi wasit, juga ketua fifa nya, IDN sulit utk maju di ganjal sana sini...",http://www.youtube.com/@adensuwarto1789
609,@purplesyndrome,"kalah skill, uzbek pemaen nya macem kelenci semua lincah2. good record anyway congrats!",Ugys2JrPEpDOBPNmued4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=Ugys2JrPEpDOBPNmued4AaABAg,2024-04-30 9:41:00,0,"kalah skill, uzbek pemaen nya macem kelenci semua lincah2. good record anyway congrats!",http://www.youtube.com/@purplesyndrome
610,@senjadiufukufuk4153,*DI WAJIBKAN PASANG KAWAT GIGI UNTUK STRIKER TIMNAS*,Ugx1rX7PG07ZM4mU-dZ4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=Ugx1rX7PG07ZM4mU-dZ4AaABAg,2024-04-30 9:40:51,0,*DI WAJIBKAN PASANG KAWAT GIGI UNTUK STRIKER TIMNAS*,http://www.youtube.com/@senjadiufukufuk4153
611,@kerenmuhammad9133,Wasitnya otaknya hilang,UgwnZkj1ZD4P8BC0AUF4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgwnZkj1ZD4P8BC0AUF4AaABAg,2024-04-30 9:40:46,0,Wasitnya otaknya hilang,http://www.youtube.com/@kerenmuhammad9133
612,@shabiha8783,Marselino Rizki ridho鉂�,UgxKuo_zSbFyXNI5KJt4AaABAg,,1,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgxKuo_zSbFyXNI5KJt4AaABAg,2024-04-30 9:40:39,0,Marselino Rizki ridho鉂�,http://www.youtube.com/@shabiha8783
613,@windian2898,timnas mainnya kurang pede ga kaya biasanya dapet bola kebanyakan main di belakang di oper2 ke kiper depannya juga ga idup jadi permainan gampang di patahkan sma tim lawan tapi ttp semangat buat timnas,Ugzm0_4S_fpX1NKfHn94AaABAg,,1,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=Ugzm0_4S_fpX1NKfHn94AaABAg,2024-04-30 9:40:17,0,timnas mainnya kurang pede ga kaya biasanya dapet bola kebanyakan main di belakang di oper2 ke kiper depannya juga ga idup jadi permainan gampang di patahkan sma tim lawan tapi ttp semangat buat timnas,http://www.youtube.com/@windian2898
614,@sudiatman1145,Definisi wasit bayaran,Ugwt3s-OxD41YfLNBBp4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=Ugwt3s-OxD41YfLNBBp4AaABAg,2024-04-30 9:40:13,0,Definisi wasit bayaran,http://www.youtube.com/@sudiatman1145
615,@nihelsakti89,indonesia kalah gara gara dibayar ege,UgyGgbSBFDYPOBbdaV54AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgyGgbSBFDYPOBbdaV54AaABAg,2024-04-30 9:39:58,0,indonesia kalah gara gara dibayar ege,http://www.youtube.com/@nihelsakti89
616,@bagussulaiman1358,Bekam putra ga main ya di u23,UgyfwfUFKorqRIUqmmZ4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgyfwfUFKorqRIUqmmZ4AaABAg,2024-04-30 9:39:25,0,Bekam putra ga main ya di u23,http://www.youtube.com/@bagussulaiman1358
617,@user-jp7nr3jy6h,"Semua kecewa karena ulah wasit yang membuat Indonesia kalah kenapa sebelum jadi wasit dia tidak di periksa dulu kalau dia itu wasit yang bodoh membuat Indonesia kalah itu merugikan pemain Indonesia, tapi Indonesia kalau bertanding lagi sampai dapat wasit yang tidak ada sekolah bola khususnya wasit 馃檹馃憤馃憤馃憤鉂も潳鉂も潳鉂�",Ugzn6uYoxoRKDNjtHh94AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=Ugzn6uYoxoRKDNjtHh94AaABAg,2024-04-30 9:36:53,0,"Semua kecewa karena ulah wasit yang membuat Indonesia kalah kenapa sebelum jadi wasit dia tidak di periksa dulu kalau dia itu wasit yang bodoh membuat Indonesia kalah itu merugikan pemain Indonesia, tapi Indonesia kalau bertanding lagi sampai dapat wasit yang tidak ada sekolah bola khususnya wasit 馃檹馃憤馃憤馃憤鉂も潳鉂も潳鉂�",http://www.youtube.com/@user-jp7nr3jy6h
618,@MuhammadsudiSudi,Pokoknya,UgzIiUVlao0ZBapAmBp4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgzIiUVlao0ZBapAmBp4AaABAg,2024-04-30 9:36:41,0,Pokoknya,http://www.youtube.com/@MuhammadsudiSudi
619,@anggitaditya3968,"BANGGA DENGAN GARUDA MUDA... PERJUANGANYG TIDAK MUDAH SAMPAI KE TITIK INI.. MELIBAS TIM2 KUAT ASIA.. AUSTRALIA, YORDANIA N KORSEL.. TETAP SEMANGAT!!!",UgyweAb3WeTQ4Ek-flh4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgyweAb3WeTQ4Ek-flh4AaABAg,2024-04-30 9:36:25,0,"BANGGA DENGAN GARUDA MUDA... PERJUANGANYG TIDAK MUDAH SAMPAI KE TITIK INI.. MELIBAS TIM2 KUAT ASIA.. AUSTRALIA, YORDANIA N KORSEL.. TETAP SEMANGAT!!!",http://www.youtube.com/@anggitaditya3968
620,@mcri001,Santet aja wasitnya,UgztjNZxD-aX8nkRJZp4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgztjNZxD-aX8nkRJZp4AaABAg,2024-04-30 9:33:13,0,Santet aja wasitnya,http://www.youtube.com/@mcri001
621,@NANANANA-hv7ge,Eh ..ada yg maen bola.,UgxVbamPuUS8kE0QCTZ4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgxVbamPuUS8kE0QCTZ4AaABAg,2024-04-30 9:31:15,0,Eh ..ada yg maen bola.,http://www.youtube.com/@NANANANA-hv7ge
622,@ATTAYURA_L.K,R Rido manaetabbb馃槀,UgzZ0L57PRzk3gSgIM54AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgzZ0L57PRzk3gSgIM54AaABAg,2024-04-30 9:30:02,0,R Rido manaetabbb馃槀,http://www.youtube.com/@ATTAYURA_L.K
623,@nikmatulhidayah5566,Sing genah sampean dadi wasit kewan bae nganah,UgxNu0_U2T1zYhEEVYN4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgxNu0_U2T1zYhEEVYN4AaABAg,2024-04-30 9:29:44,0,Sing genah sampean dadi wasit kewan bae nganah,http://www.youtube.com/@nikmatulhidayah5566
624,@YadinYadiny,Vs..//,Ugy5rLGK5J2nmReaq5h4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=Ugy5rLGK5J2nmReaq5h4AaABAg,2024-04-30 9:29:17,0,Vs..//,http://www.youtube.com/@YadinYadiny
625,@adianto3566,Wasit curang harus di ulang pertandinganya,UgwJ20r2Qd6qqjZw0WN4AaABAg,,1,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgwJ20r2Qd6qqjZw0WN4AaABAg,2024-04-30 9:28:27,0,Wasit curang harus di ulang pertandinganya,http://www.youtube.com/@adianto3566
626,@user-yp3rx2ve1i,Indonesia emas semangat ttp semangat馃挭馃挭馃挭,UgxhBYnhsbfyegDDKMt4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgxhBYnhsbfyegDDKMt4AaABAg,2024-04-30 9:28:15,0,Indonesia emas semangat ttp semangat馃挭馃挭馃挭,http://www.youtube.com/@user-yp3rx2ve1i
627,@YadinYadiny,//) 1)//,Ugxkyf1329t0-h26mml4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=Ugxkyf1329t0-h26mml4AaABAg,2024-04-30 9:28:12,0,//) 1)//,http://www.youtube.com/@YadinYadiny
628,@nikmatulhidayah5566,Santett Bae wasite,UgyVKEw2_o0aTcxxXD54AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgyVKEw2_o0aTcxxXD54AaABAg,2024-04-30 9:28:08,0,Santett Bae wasite,http://www.youtube.com/@nikmatulhidayah5566
629,@ZulEmri-kd4vy,Wasit China kapir,Ugztg4jP8AzW1WsPUYx4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=Ugztg4jP8AzW1WsPUYx4AaABAg,2024-04-30 9:27:51,0,Wasit China kapir,http://www.youtube.com/@ZulEmri-kd4vy
630,@user-gq9pb9tb6q,Wasit model apa begitu...,Ugw2dDQBHi_9rcYhdvx4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=Ugw2dDQBHi_9rcYhdvx4AaABAg,2024-04-30 9:27:49,0,Wasit model apa begitu...,http://www.youtube.com/@user-gq9pb9tb6q
631,@ZulEmri-kd4vy,Var Var pantek,UgzLCK_VKJJ8Gkg14th4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgzLCK_VKJJ8Gkg14th4AaABAg,2024-04-30 9:27:18,0,Var Var pantek,http://www.youtube.com/@ZulEmri-kd4vy
632,@user-go2rc9te9k,WASIT AN7ING,Ugz9JpWFBFXX7T1aBGh4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=Ugz9JpWFBFXX7T1aBGh4AaABAg,2024-04-30 9:26:38,0,WASIT AN7ING,http://www.youtube.com/@user-go2rc9te9k
633,@rahyudhy,FIFA FAIR PLAY PLEASE... 馃弳馃弳馃弳馃弳鉁堭煈忦煈忦煈忦煈�,UgzKDnfa0xvQ24TXXoh4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgzKDnfa0xvQ24TXXoh4AaABAg,2024-04-30 9:25:56,0,FIFA FAIR PLAY PLEASE... 馃弳馃弳馃弳馃弳鉁堭煈忦煈忦煈忦煈�,http://www.youtube.com/@rahyudhy
634,@valenelraffif59,Wasit loho馃憖馃憖馃憖,Ugw_GS4oOU5-tupHWEN4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=Ugw_GS4oOU5-tupHWEN4AaABAg,2024-04-30 9:25:48,0,Wasit loho馃憖馃憖馃憖,http://www.youtube.com/@valenelraffif59
635,@zemawow,KALAH ATAU MENANG kita Garuda muda wajib main MENYERANG Strategi bertahan bukan kita Garuda muda Ganasnya kita karna menyerang YANG SETUJU馃帀,UgxiiExVGZfw_ljKuMZ4AaABAg,,1,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgxiiExVGZfw_ljKuMZ4AaABAg,2024-04-30 9:25:05,1,KALAH ATAU MENANG kita Garuda muda wajib main MENYERANG Strategi bertahan bukan kita Garuda muda Ganasnya kita karna menyerang YANG SETUJU馃帀,http://www.youtube.com/@zemawow
636,@zemawow,MENYERANG,UgxiiExVGZfw_ljKuMZ4AaABAg.A2rHsPxYAeIA2rHwODYYuW,@zemawow,1,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgxiiExVGZfw_ljKuMZ4AaABAg.A2rHsPxYAeIA2rHwODYYuW,2024-04-30 9:25:37,0,MENYERANG,http://www.youtube.com/@zemawow
637,@gm-sb1if,Kekalahan Indonesia di karena Erick Tohir terlalu agresif nyari panggung 馃槀馃槀馃槀,UgyicYIhZELrQY6ywmh4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgyicYIhZELrQY6ywmh4AaABAg,2024-04-30 9:24:43,0,Kekalahan Indonesia di karena Erick Tohir terlalu agresif nyari panggung 馃槀馃槀馃槀,http://www.youtube.com/@gm-sb1if
638,@Mandaaaa__13_3,Gregetan sampe gue nangis jir,UgxbsIcN3R3J7Gqr7mR4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgxbsIcN3R3J7Gqr7mR4AaABAg,2024-04-30 9:24:27,0,Gregetan sampe gue nangis jir,http://www.youtube.com/@Mandaaaa__13_3
639,@kelvinlolanhuang2337,"Kapten o.0n, bola silang, Ndak ditanduk, ini faktor pendek x ya",UgzPdPTTlj7uJVQXYtt4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgzPdPTTlj7uJVQXYtt4AaABAg,2024-04-30 9:24:00,0,"Kapten o.0n, bola silang, Ndak ditanduk, ini faktor pendek x ya",http://www.youtube.com/@kelvinlolanhuang2337
640,@rendiseptuaji3905,Ini komentarornya orang Uzbekistan apa orang Indonesia sih sebenernya,UgwKv5bJRTLiAtmhCPF4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgwKv5bJRTLiAtmhCPF4AaABAg,2024-04-30 9:23:14,0,Ini komentarornya orang Uzbekistan apa orang Indonesia sih sebenernya,http://www.youtube.com/@rendiseptuaji3905
641,@user-pl1fk1tm5u,Indonesia menang馃嚠馃嚛馃嚠馃嚛馃,Ugw2SNmcz5I0kJLhAfJ4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=Ugw2SNmcz5I0kJLhAfJ4AaABAg,2024-04-30 9:21:42,0,Indonesia menang馃嚠馃嚛馃嚠馃嚛馃,http://www.youtube.com/@user-pl1fk1tm5u
642,@Senja-mi8ol,Percuma menang tapi curang,Ugwd7Y91x-eotlnt6vN4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=Ugwd7Y91x-eotlnt6vN4AaABAg,2024-04-30 9:21:35,0,Percuma menang tapi curang,http://www.youtube.com/@Senja-mi8ol
643,@anggaputradayak1293,Haduh Basit curang bngat,Ugy7NRcc9vvGk8fycZN4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=Ugy7NRcc9vvGk8fycZN4AaABAg,2024-04-30 9:21:21,0,Haduh Basit curang bngat,http://www.youtube.com/@anggaputradayak1293
