id,author,description,guid,to,likecount,link,pubdate,replycount,title,authorChannelUrl
644,@bilqish1232,Curangggggg,Ugxe34c0ExcAiAGm_hZ4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=Ugxe34c0ExcAiAGm_hZ4AaABAg,2024-04-30 9:21:06,0,Curangggggg,http://www.youtube.com/@bilqish1232
645,@pengunjung,"Strategi defensif dan modal counter-attack begitu gak dipake di Asia Timur, Amerika Selatan dan sebagian besar Eropam bruh. Balik ke Open Play, gak masalah mau menang atau kalah.",Ugy3b8L5_Mtxyhn4xnx4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=Ugy3b8L5_Mtxyhn4xnx4AaABAg,2024-04-30 9:20:40,0,"Strategi defensif dan modal counter-attack begitu gak dipake di Asia Timur, Amerika Selatan dan sebagian besar Eropam bruh. Balik ke Open Play, gak masalah mau menang atau kalah.",http://www.youtube.com/@pengunjung
646,@puamaaiok5679,"wasit asu, orang mau clearence bola trus di hadang sama pemain uzbekt ya gimana mau menghindar sit wasit asu? dan itu kakinya ridho jg mantul karna ke senggol dengkulnya pemain usbek dan masuk ketengah kocilnya ya gimana mau ngontrol kaki sit wasit asu?",UgxHey77wK2eyuYR_dd4AaABAg,,1,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgxHey77wK2eyuYR_dd4AaABAg,2024-04-30 9:20:31,0,"wasit asu, orang mau clearence bola trus di hadang sama pemain uzbekt ya gimana mau menghindar sit wasit asu? dan itu kakinya ridho jg mantul karna ke senggol dengkulnya pemain usbek dan masuk ketengah kocilnya ya gimana mau ngontrol kaki sit wasit asu?",http://www.youtube.com/@puamaaiok5679
647,@ditha7568,Kita banga dengan kerja keras dan perjuangan kalian smga perebutan peringkat 3 lebih berhati-hati lagi... smga nanti wasit akan lebih adil memimpin pertandingan,Ugxo3hJ8NtefOa1qT754AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=Ugxo3hJ8NtefOa1qT754AaABAg,2024-04-30 9:20:03,0,Kita banga dengan kerja keras dan perjuangan kalian smga perebutan peringkat 3 lebih berhati-hati lagi... smga nanti wasit akan lebih adil memimpin pertandingan,http://www.youtube.com/@ditha7568
648,@BJFjambi,",",Ugz5BNnlCkGxyMxA4GZ4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=Ugz5BNnlCkGxyMxA4GZ4AaABAg,2024-04-30 9:19:48,0,",",http://www.youtube.com/@BJFjambi
649,@user-io1kz1nd3l,Arhan genteng sekali aku sampai sampai salting brutal,UgxiJCXm2c2HX4fTXG54AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgxiJCXm2c2HX4fTXG54AaABAg,2024-04-30 9:17:35,0,Arhan genteng sekali aku sampai sampai salting brutal,http://www.youtube.com/@user-io1kz1nd3l
650,@yadinbc4659,Wasit ny curang euuy. Harus di tindak tuh FIFA Jgn2 tuh wasit udh dpt amplop coklat. Pas pemain dr urbekiztan bnyk melakukan penyerangan gak dikasih kartu kuning apa lg kartu merah. Bgto indonesia buat kesalahan tanpa sengaja langsung kartu kuning ~ kartu merah Tendangan gol indonesia dibilang tdk sah.,UgxwWlU94NN_6gfdCV54AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgxwWlU94NN_6gfdCV54AaABAg,2024-04-30 9:16:47,0,Wasit ny curang euuy. Harus di tindak tuh FIFA Jgn2 tuh wasit udh dpt amplop coklat. Pas pemain dr urbekiztan bnyk melakukan penyerangan gak dikasih kartu kuning apa lg kartu merah. Bgto indonesia buat kesalahan tanpa sengaja langsung kartu kuning ~ kartu merah Tendangan gol indonesia dibilang tdk sah.,http://www.youtube.com/@yadinbc4659
651,@anggaputradayak1293,Wasit macam apa itu kok bisa berat di sebelah sih wasit curang,UgzrqikeFVzqLdlqWL14AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgzrqikeFVzqLdlqWL14AaABAg,2024-04-30 9:16:31,0,Wasit macam apa itu kok bisa berat di sebelah sih wasit curang,http://www.youtube.com/@anggaputradayak1293
652,@sismith9493,Tampa rafaek struick serangan indo rada tumpul..... Semoga nanti bisa dapat posisi biar lolos olimpiiade,Ugwv8_uyzqOGY_pagJl4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=Ugwv8_uyzqOGY_pagJl4AaABAg,2024-04-30 9:16:21,0,Tampa rafaek struick serangan indo rada tumpul..... Semoga nanti bisa dapat posisi biar lolos olimpiiade,http://www.youtube.com/@sismith9493
653,@deringentara5606,馃槷,UgyjkESrM-CnYWE4QN14AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgyjkESrM-CnYWE4QN14AaABAg,2024-04-30 9:15:19,0,馃槷,http://www.youtube.com/@deringentara5606
654,@CHLN546,Kuatkan mentalmu garuda馃槉馃槉馃槉鉂�,UgySprtsWz3NWuGxQbx4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgySprtsWz3NWuGxQbx4AaABAg,2024-04-30 9:14:54,0,Kuatkan mentalmu garuda馃槉馃槉馃槉鉂�,http://www.youtube.com/@CHLN546
655,@budihardi5443,Mungkin bila tidak tetkena kartu merah Beda Cerita,UgxN0IzV1db0GWy3Lm54AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgxN0IzV1db0GWy3Lm54AaABAg,2024-04-30 9:14:04,0,Mungkin bila tidak tetkena kartu merah Beda Cerita,http://www.youtube.com/@budihardi5443
656,@ridhoazhar9289,Wasit ny kyk dajjal馃槀,UgxJzcm2CW42rrbb1694AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgxJzcm2CW42rrbb1694AaABAg,2024-04-30 9:11:47,0,Wasit ny kyk dajjal馃槀,http://www.youtube.com/@ridhoazhar9289
657,@KecamatanKalipucang,Wasit g waras sters,Ugwp08u_yDORuic5M2x4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=Ugwp08u_yDORuic5M2x4AaABAg,2024-04-30 9:11:37,0,Wasit g waras sters,http://www.youtube.com/@KecamatanKalipucang
658,@miku-zr6ve,Itu wasit nya agak ngelek dikit馃槩,Ugzw0zJaOhOAAVJAI2p4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=Ugzw0zJaOhOAAVJAI2p4AaABAg,2024-04-30 9:10:41,0,Itu wasit nya agak ngelek dikit馃槩,http://www.youtube.com/@miku-zr6ve
659,@AhmadNurdien-nb8jc,Ada pemain lawan di belakang kok ofside,UgydmzoFexpRGG585494AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgydmzoFexpRGG585494AaABAg,2024-04-30 9:10:25,0,Ada pemain lawan di belakang kok ofside,http://www.youtube.com/@AhmadNurdien-nb8jc
660,@dewisri6612,"Jika AFC membiarkan Wasit2 seperti ini maka laga ini sudah tidak sehat,apa yang dibanggakan? Permainan yang bisa dikontrol semau Wasit? Minimal harus dipecat ini Wasit",UgxylggICsZb87jwuox4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgxylggICsZb87jwuox4AaABAg,2024-04-30 9:10:07,0,"Jika AFC membiarkan Wasit2 seperti ini maka laga ini sudah tidak sehat,apa yang dibanggakan? Permainan yang bisa dikontrol semau Wasit? Minimal harus dipecat ini Wasit",http://www.youtube.com/@dewisri6612
661,@Tarie-gx3tp,Dibayar piro Jane wasite danvok,UgxNhoJPFxS2u3mU7up4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgxNhoJPFxS2u3mU7up4AaABAg,2024-04-30 9:09:45,0,Dibayar piro Jane wasite danvok,http://www.youtube.com/@Tarie-gx3tp
662,@HardyOkeyyy-yr3xd,Hidup bangsa islam 鉂も潳鉂�,UgxYR1nwCV4jthv0a4B4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgxYR1nwCV4jthv0a4B4AaABAg,2024-04-30 9:09:36,0,Hidup bangsa islam 鉂も潳鉂�,http://www.youtube.com/@HardyOkeyyy-yr3xd
663,@muhammadsafaraz2764,Indonesia tetep semangat..pantang menyerah..!!!!!!,UgyrZ0jIvWI05bC7_g14AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgyrZ0jIvWI05bC7_g14AaABAg,2024-04-30 9:08:34,0,Indonesia tetep semangat..pantang menyerah..!!!!!!,http://www.youtube.com/@muhammadsafaraz2764
664,@guritraditya7116,Goll Ferrari sah.. Kalo gk percaya Coba putar ulang ato stop menit 12:11 jelas goll sah..,UgxSWr4evwtn-rxLRvt4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgxSWr4evwtn-rxLRvt4AaABAg,2024-04-30 9:06:45,0,Goll Ferrari sah.. Kalo gk percaya Coba putar ulang ato stop menit 12:11 jelas goll sah..,http://www.youtube.com/@guritraditya7116
665,@fbssakha6870,"Mana yg opset,,,,apa matanya kebalik",Ugw5fffHLc40JwnETEZ4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=Ugw5fffHLc40JwnETEZ4AaABAg,2024-04-30 9:05:57,0,"Mana yg opset,,,,apa matanya kebalik",http://www.youtube.com/@fbssakha6870
666,@fairizfairiz6203,"Aq putar ber ulang""ko bola di angkat lebih dulu drpada kakinya ramadan sananta",UgzqGd_MMFyOB8iATad4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgzqGd_MMFyOB8iATad4AaABAg,2024-04-30 9:05:43,0,"Aq putar ber ulang""ko bola di angkat lebih dulu drpada kakinya ramadan sananta",http://www.youtube.com/@fairizfairiz6203
667,@binjaipurba5740,Ramadan sananta hampir tidak ada kontribusinya dalam pertandingan ini,UgzU_sVGu_ih17Aet3h4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgzU_sVGu_ih17Aet3h4AaABAg,2024-04-30 9:03:46,0,Ramadan sananta hampir tidak ada kontribusinya dalam pertandingan ini,http://www.youtube.com/@binjaipurba5740
668,@jhonpantau1768,"Jika gol Indonesia tidak di anulir, mungkin mental anak-anak Garuda tidak akan menurun drastis, Karena terbukti di babak pertama mereka msh sanggup menahan imbang Uzbekistan 0-0",Ugx-F_NwUkWTTdVPNCp4AaABAg,,2,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=Ugx-F_NwUkWTTdVPNCp4AaABAg,2024-04-30 9:03:33,0,"Jika gol Indonesia tidak di anulir, mungkin mental anak-anak Garuda tidak akan menurun drastis, Karena terbukti di babak pertama mereka msh sanggup menahan imbang Uzbekistan 0-0",http://www.youtube.com/@jhonpantau1768
669,@renoalvia1735,"Gwe kcwa sma wasitnya,,tolong wsit yg kyk gini jgn d pkai lagi,,buat d piala affc",Ugw4IMg9ToKkoo9j9rN4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=Ugw4IMg9ToKkoo9j9rN4AaABAg,2024-04-30 9:02:26,0,"Gwe kcwa sma wasitnya,,tolong wsit yg kyk gini jgn d pkai lagi,,buat d piala affc",http://www.youtube.com/@renoalvia1735
670,@user-oc8lt1by7r,Main curang sangat memalukan uzbekistan. Wasitnya dipilih oleh ufc yg merugikan indonesia. Tetap harus ada keadilan,UgzdHM_Dz4f--hg8C0R4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgzdHM_Dz4f--hg8C0R4AaABAg,2024-04-30 9:01:52,0,Main curang sangat memalukan uzbekistan. Wasitnya dipilih oleh ufc yg merugikan indonesia. Tetap harus ada keadilan,http://www.youtube.com/@user-oc8lt1by7r
671,@mentari5093,TERIMA KASIH atas PERJUANGANMU TIMNAS GARUDAKU.. Kami Bangga Padamu..,Ugzz4WWQHDIeR72qjnt4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=Ugzz4WWQHDIeR72qjnt4AaABAg,2024-04-30 9:01:51,0,TERIMA KASIH atas PERJUANGANMU TIMNAS GARUDAKU.. Kami Bangga Padamu..,http://www.youtube.com/@mentari5093
672,@user-tx7ju5ig5k,sporter indonesia kan tukang rusuh knp ga digulung aja tu wasitnya,UgzAO48uyBcI6Z2JVRh4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgzAO48uyBcI6Z2JVRh4AaABAg,2024-04-30 8:59:21,0,sporter indonesia kan tukang rusuh knp ga digulung aja tu wasitnya,http://www.youtube.com/@user-tx7ju5ig5k
673,@kekasihyghilang3689,penuh kecurangan wasit nya,UgxRW2A2ylNPLSj2QQ54AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgxRW2A2ylNPLSj2QQ54AaABAg,2024-04-30 8:58:59,1,penuh kecurangan wasit nya,http://www.youtube.com/@kekasihyghilang3689
674,@NidhomMaarif,Iya wasit gb,UgxRW2A2ylNPLSj2QQ54AaABAg.A2rEtJbBG53A2rF7wxiJwV,@kekasihyghilang3689,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgxRW2A2ylNPLSj2QQ54AaABAg.A2rEtJbBG53A2rF7wxiJwV,2024-04-30 9:01:07,0,Iya wasit gb,http://www.youtube.com/@NidhomMaarif
675,@realmenarzo8450,"Progres timnas kelihatan, sudah mencapai target, cuma yg FOMO ekpektasi berlebihan",Ugx2juQOPhCPzmEZhI14AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=Ugx2juQOPhCPzmEZhI14AaABAg,2024-04-30 8:58:25,0,"Progres timnas kelihatan, sudah mencapai target, cuma yg FOMO ekpektasi berlebihan",http://www.youtube.com/@realmenarzo8450
676,@ElSyauqieAghna,Wasit dikasih 3m,UgzzWRDgadOMIECaqpF4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgzzWRDgadOMIECaqpF4AaABAg,2024-04-30 8:57:57,0,Wasit dikasih 3m,http://www.youtube.com/@ElSyauqieAghna
677,@destaeka1440,WasitnyAnsipit,Ugwjt2YvbQh_Pfkp4g54AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=Ugwjt2YvbQh_Pfkp4g54AaABAg,2024-04-30 8:56:38,0,WasitnyAnsipit,http://www.youtube.com/@destaeka1440
678,@NgatmanPriyono,Kecewa mainya gak adil 馃槀馃槀馃槀,UgwMx4T5zHx1OM7DW314AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgwMx4T5zHx1OM7DW314AaABAg,2024-04-30 8:56:27,0,Kecewa mainya gak adil 馃槀馃槀馃槀,http://www.youtube.com/@NgatmanPriyono
679,@ni9228,"Gak ikhlas uzbekistan menang dengan cara curang , pertandingan harus di ulang dan wasit harus di cari yang affair  fifa tolong pertandingan di ulang harus di ulang",UgzF1xQV99SmqIn8uDl4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgzF1xQV99SmqIn8uDl4AaABAg,2024-04-30 8:56:06,0,"Gak ikhlas uzbekistan menang dengan cara curang , pertandingan harus di ulang dan wasit harus di cari yang affair  fifa tolong pertandingan di ulang harus di ulang",http://www.youtube.com/@ni9228
680,@febrianfidelyo8348,"Padahal sundulan ramadan ga kena 馃槄dan di bilang offside,",UgyYZQkhCJuxGyk4Y9h4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgyYZQkhCJuxGyk4Y9h4AaABAg,2024-04-30 8:54:46,0,"Padahal sundulan ramadan ga kena 馃槄dan di bilang offside,",http://www.youtube.com/@febrianfidelyo8348
681,@yeniapriliasandi5451,Tetap semangat timnas twtap bangga garusa muda馃嚥馃嚚馃嚥馃嚚馃檹,UgzugE8Rz8kdlI1UKjl4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgzugE8Rz8kdlI1UKjl4AaABAg,2024-04-30 8:53:55,0,Tetap semangat timnas twtap bangga garusa muda馃嚥馃嚚馃嚥馃嚚馃檹,http://www.youtube.com/@yeniapriliasandi5451
682,@duduciper2062,weureu kucubung wasitna,UgxTAU0JVriUU2hUmcB4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgxTAU0JVriUU2hUmcB4AaABAg,2024-04-30 8:53:21,0,weureu kucubung wasitna,http://www.youtube.com/@duduciper2062
683,@yehezkielsipangkar215,"Udahlah kalah ya kalah,para pemain kita masih di bawah level pemain Uzbek.Benar benar perlawanan timnas yg sangat buruk,",UgztLVw9ckrWTyVZlQJ4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgztLVw9ckrWTyVZlQJ4AaABAg,2024-04-30 8:51:11,0,"Udahlah kalah ya kalah,para pemain kita masih di bawah level pemain Uzbek.Benar benar perlawanan timnas yg sangat buruk,",http://www.youtube.com/@yehezkielsipangkar215
684,@shufril7433,"Hahaha, banyak yg menghibur diri dgn caranya masing2",UgyzKWJ6xF9q7zTcX7d4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgyzKWJ6xF9q7zTcX7d4AaABAg,2024-04-30 8:50:19,0,"Hahaha, banyak yg menghibur diri dgn caranya masing2",http://www.youtube.com/@shufril7433
685,@audioprofesional5547,kalah dengan hormat,UgxiJo3h4xY7PThIvuR4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgxiJo3h4xY7PThIvuR4AaABAg,2024-04-30 8:49:56,0,kalah dengan hormat,http://www.youtube.com/@audioprofesional5547
686,@kurniawan6993,Itu ga opset bola kena kiper itu sah gol murni,UgxJ5DEYrZmN5qcqB594AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgxJ5DEYrZmN5qcqB594AaABAg,2024-04-30 8:48:07,0,Itu ga opset bola kena kiper itu sah gol murni,http://www.youtube.com/@kurniawan6993
687,@user-we5oj6dt4w,Terimakasih timnas Indonesia sudah memberi yang terbaiki untuk para penonton,UgxKCleuLbzCLt47ZFh4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgxKCleuLbzCLt47ZFh4AaABAg,2024-04-30 8:48:00,0,Terimakasih timnas Indonesia sudah memberi yang terbaiki untuk para penonton,http://www.youtube.com/@user-we5oj6dt4w
688,@fatihcahaya3539,wasitnya tidaktau adseporter indonesya yang barbar yaitu arema tercita,UgxL751Qjg22O_CK9GJ4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgxL751Qjg22O_CK9GJ4AaABAg,2024-04-30 8:47:58,0,wasitnya tidaktau adseporter indonesya yang barbar yaitu arema tercita,http://www.youtube.com/@fatihcahaya3539
689,@ghailan2020,Wasit jadi kang parkir aja anj,UgzKeRNwffnAl0hyGxJ4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgzKeRNwffnAl0hyGxJ4AaABAg,2024-04-30 8:46:57,0,Wasit jadi kang parkir aja anj,http://www.youtube.com/@ghailan2020
690,@theafurahno2719,What a Comedy of referee,UgzzYv2e8bq2uO-s6SF4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgzzYv2e8bq2uO-s6SF4AaABAg,2024-04-30 8:46:44,0,What a Comedy of referee,http://www.youtube.com/@theafurahno2719
691,@hanania90,Wasitnya,UgwQVLvb_Q2Mmv-2QIp4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgwQVLvb_Q2Mmv-2QIp4AaABAg,2024-04-30 8:46:04,0,Wasitnya,http://www.youtube.com/@hanania90
692,@inhuman8358,goal kedua nya mane?,UgywgFkD1_3OezmWWCt4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgywgFkD1_3OezmWWCt4AaABAg,2024-04-30 8:45:19,0,goal kedua nya mane?,http://www.youtube.com/@inhuman8358
693,@ZoyFilm,"See u, I\'m sure the Indonesian national team will fly high next time, GARUDA!!! 馃敟馃敟馃敟",UgyewPqUWWylVIceFeh4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgyewPqUWWylVIceFeh4AaABAg,2024-04-30 8:44:49,0,"See u, I\'m sure the Indonesian national team will fly high next time, GARUDA!!! 馃敟馃敟馃敟",http://www.youtube.com/@ZoyFilm
694,@aliksan6608,Wasite edan,UgyG3Sub3Tc3RV63xa54AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgyG3Sub3Tc3RV63xa54AaABAg,2024-04-30 8:42:54,0,Wasite edan,http://www.youtube.com/@aliksan6608
695,@kio209,钀借儐銇椼仾銇勩仹銇忋仩銇曘亜銆佸鍒ゃ亴銉炪儠銈ｃ偄銇с亗銈嬨亾銇ㄣ伅鐭ャ仯銇︺亜銇俱仚銇屻�佺銇偆銉炽儔銉嶃偡銈€倰鎰涖仐銇︺亜銇俱仚 馃嚡馃嚨馃嚥馃嚚馃,Ugyg3CaYrpU7mAnT6wx4AaABAg,,1,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=Ugyg3CaYrpU7mAnT6wx4AaABAg,2024-04-30 8:42:37,0,钀借儐銇椼仾銇勩仹銇忋仩銇曘亜銆佸鍒ゃ亴銉炪儠銈ｃ偄銇с亗銈嬨亾銇ㄣ伅鐭ャ仯銇︺亜銇俱仚銇屻�佺銇偆銉炽儔銉嶃偡銈€倰鎰涖仐銇︺亜銇俱仚 馃嚡馃嚨馃嚥馃嚚馃,http://www.youtube.com/@kio209
696,@akuaisyah609,"Semoga di pertandingan tempat ke 3,, nanti,Allah SWT memberikan kemenangan buat Timnas Indonesia U-23 ini,,,,, amiin,,, terus berjuang Gaess,,, bravo Timnas,,, jangan menyerah,,,",UgwFuaCtVTXES-GDqmh4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgwFuaCtVTXES-GDqmh4AaABAg,2024-04-30 8:40:50,0,"Semoga di pertandingan tempat ke 3,, nanti,Allah SWT memberikan kemenangan buat Timnas Indonesia U-23 ini,,,,, amiin,,, terus berjuang Gaess,,, bravo Timnas,,, jangan menyerah,,,",http://www.youtube.com/@akuaisyah609
697,@mok9092,"Apapun yang terjadi, Tetap bangga pada Timnas Indonesia,",UgyZO-aDyFVTbJFNYeB4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgyZO-aDyFVTbJFNYeB4AaABAg,2024-04-30 8:37:38,0,"Apapun yang terjadi, Tetap bangga pada Timnas Indonesia,",http://www.youtube.com/@mok9092
698,@hasriana-mh9jw,Wasit kontrol babi,UgzzxpY_I8rCDJ-JO1p4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgzzxpY_I8rCDJ-JO1p4AaABAg,2024-04-30 8:37:23,0,Wasit kontrol babi,http://www.youtube.com/@hasriana-mh9jw
699,@RandiSuhandi-ic1lz,"Kalah atau menang tetap bangga terhadap timnas indonesia terimakasih sudah memberikan yg terbaik untuk pecinta sepakbola indonesia,ini belum berakhir masih ada laga berikutnya tetap semangat fight back melawan Iraq tgl 2 mei nanti semoga menang dan menuju olimpiade paris馃嚥馃嚚馃敟",UgxlXGZRvW6XfupuxEF4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgxlXGZRvW6XfupuxEF4AaABAg,2024-04-30 8:35:55,0,"Kalah atau menang tetap bangga terhadap timnas indonesia terimakasih sudah memberikan yg terbaik untuk pecinta sepakbola indonesia,ini belum berakhir masih ada laga berikutnya tetap semangat fight back melawan Iraq tgl 2 mei nanti semoga menang dan menuju olimpiade paris馃嚥馃嚚馃敟",http://www.youtube.com/@RandiSuhandi-ic1lz
700,@AndriMugelar-mq8uw,Ini witan pinalti,UgywIyBwlBDslTwFA9h4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgywIyBwlBDslTwFA9h4AaABAg,2024-04-30 8:35:52,0,Ini witan pinalti,http://www.youtube.com/@AndriMugelar-mq8uw
701,@masmukhlisinalbayhaqi6752,"Banyak banget keganjalan antara pelanggaran yg di lakukan Uzbekistan, diantaranya di menit 25:37 kalo memang bukan pelanggaran knpa bola di kasihkan ke kiper uzbe, di menit 53:00 peluit dibunyikan stlah uzbe mndapatkan bola tpi gagal, yg terakhir kenapa pas indo mncetak gol tpi di var  yg jdi tolak ukurnya cuma kaki pdhl tangan pemain uzbe lebih kebelakang.",Ugy_0It_bhOLw_9ssst4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=Ugy_0It_bhOLw_9ssst4AaABAg,2024-04-30 8:35:16,0,"Banyak banget keganjalan antara pelanggaran yg di lakukan Uzbekistan, diantaranya di menit 25:37 kalo memang bukan pelanggaran knpa bola di kasihkan ke kiper uzbe, di menit 53:00 peluit dibunyikan stlah uzbe mndapatkan bola tpi gagal, yg terakhir kenapa pas indo mncetak gol tpi di var  yg jdi tolak ukurnya cuma kaki pdhl tangan pemain uzbe lebih kebelakang.",http://www.youtube.com/@masmukhlisinalbayhaqi6752
702,@nuralif875,Itu tidak sengaja kocak seharusnya tidak kartun merah 馃槨馃槨,UgwKqw5p9RWvKL5xvfN4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgwKqw5p9RWvKL5xvfN4AaABAg,2024-04-30 8:35:15,0,Itu tidak sengaja kocak seharusnya tidak kartun merah 馃槨馃槨,http://www.youtube.com/@nuralif875
703,@aslabejo4758,Piala asia u23 ini paling seru di tonton. Wasit jg manusia. Var yg ngawasi jg manusia. Yg namanya manusia susah di ajak untuk adil. Pasti hatinya condong ke salah satu. Semoga timnas bisa tampil di olimpiade.,UgwX_oIFDC6uIVAUIlF4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgwX_oIFDC6uIVAUIlF4AaABAg,2024-04-30 8:35:14,0,Piala asia u23 ini paling seru di tonton. Wasit jg manusia. Var yg ngawasi jg manusia. Yg namanya manusia susah di ajak untuk adil. Pasti hatinya condong ke salah satu. Semoga timnas bisa tampil di olimpiade.,http://www.youtube.com/@aslabejo4758
704,@ALIF6-6-6,bngga bngt timnas,UgzEYU8MdI5A913-Got4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgzEYU8MdI5A913-Got4AaABAg,2024-04-30 8:35:07,0,bngga bngt timnas,http://www.youtube.com/@ALIF6-6-6
705,@hasriana-mh9jw,Telaso ini wasit nya,UgwF1miUNsQ-DlZ17nx4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgwF1miUNsQ-DlZ17nx4AaABAg,2024-04-30 8:35:06,0,Telaso ini wasit nya,http://www.youtube.com/@hasriana-mh9jw
706,@Joshy890,Gue langsung demam tadi malam GK bisa tidur gra\' gol kita dianulir馃槩馃槩,UgxevIpdiUTKyan_q0d4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgxevIpdiUTKyan_q0d4AaABAg,2024-04-30 8:34:11,0,Gue langsung demam tadi malam GK bisa tidur gra\' gol kita dianulir馃槩馃槩,http://www.youtube.com/@Joshy890
707,@AbangNovri,. Salfok Sama wasit nya馃槀馃槀,UgwUU04fwZn3bOP0PkR4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgwUU04fwZn3bOP0PkR4AaABAg,2024-04-30 8:34:04,0,. Salfok Sama wasit nya馃槀馃槀,http://www.youtube.com/@AbangNovri
708,@IqlabDiar,馃帀鉂ゐ煒妝ei,Ugwl_SU_AN6o3Zy1xAR4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=Ugwl_SU_AN6o3Zy1xAR4AaABAg,2024-04-30 8:32:12,0,馃帀鉂ゐ煒妝ei,http://www.youtube.com/@IqlabDiar
